sequence,variant,metric,rmse,mean,median,std,min,max,sse,name
V1_03_difficult,baseline,RPE5_trans_m,0.9088998989533218,0.7725029181110533,0.6739724056320944,0.4788927519051272,0.0596357899412765,2.5755271435307154,242.8731137373034,euroc_V1_03_difficult_baseline_rpe5.zip
V1_03_difficult,clahe,RPE5_trans_m,0.7862976866266426,0.6818125062870145,0.5683093725586139,0.3916577054840483,0.0573213415101573,2.3520492541975733,236.7951319138589,euroc_V1_03_difficult_clahe_rpe5.zip
V1_03_difficult,mertens,RPE5_trans_m,0.6484531010796997,0.5533062357284567,0.4709980892272249,0.3381473551632256,0.0501708665788413,1.8364925937132333,204.35883220974125,euroc_V1_03_difficult_mertens_rpe5.zip
V1_03_difficult_proposed,proposed,RPE5_trans_m,0.9126673143393388,0.8161865296950322,0.7350369674090329,0.4084129961298514,0.0326248381775685,2.211052772417685,252.38737287900463,euroc_V1_03_difficult_proposed_C_rpe5.zip
V1_03_difficult,reinhard,RPE5_trans_m,1.026875384815405,0.8640990796977145,0.6976553625512072,0.5548025201865517,0.0635847126380753,3.909965814061399,264.6727370408863,euroc_V1_03_difficult_reinhard_rpe5.zip
V2_01_easy,baseline,RPE5_trans_m,0.5980793037404962,0.5415731283423322,0.5099559165024068,0.2537664284735406,0.0331758908881685,1.4877054403782244,83.70153173367572,euroc_V2_01_easy_baseline_rpe5.zip
V2_01_easy,clahe,RPE5_trans_m,0.4195753666867956,0.3719514643354115,0.3159757652676454,0.1941535384923543,0.0966955385137319,1.1290506984758335,66.36839510054534,euroc_V2_01_easy_clahe_rpe5.zip
V2_01_easy,mertens,RPE5_trans_m,0.5447162474266524,0.4920366677880941,0.4590129437145808,0.2337000380029124,0.077180537221282,1.4338699727548585,78.92640019601268,euroc_V2_01_easy_mertens_rpe5.zip
V2_01_easy_proposed,proposed,RPE5_trans_m,0.4716173182424548,0.4291197526160826,0.3947547121483974,0.1956505373897984,0.0974325940354002,1.530995565621657,64.72506240606563,euroc_V2_01_easy_proposed_C_rpe5.zip
V2_01_easy,reinhard,RPE5_trans_m,0.6668864209359288,0.6068961207525627,0.5815452184108141,0.2764319030868605,0.0912908483839851,1.5676868613701127,91.61592467631894,euroc_V2_01_easy_reinhard_rpe5.zip
V2_02_medium,baseline,RPE5_trans_m,1.5110760821248872,1.2090631355568535,0.91300369532835,0.9063758934389904,0.0065326591862826,5.368236479118197,614.2213990859027,euroc_V2_02_medium_baseline_rpe5.zip
V2_02_medium,clahe,RPE5_trans_m,0.9142011461202132,0.6948226814866377,0.5444593914713282,0.594125556477105,0.003900953374864,4.79053073655135,389.4659007744602,euroc_V2_02_medium_clahe_rpe5.zip
V2_02_medium,mertens,RPE5_trans_m,1.0086490537796806,0.79737599520587,0.6260911124413266,0.617709022080861,0.0062797931181086,5.01282177249878,386.60170720244514,euroc_V2_02_medium_mertens_rpe5.zip
V2_02_medium_proposed,proposed,RPE5_trans_m,1.1280252342346335,0.942292890215384,0.8401543847094183,0.6201008289944783,0.0562688859580628,4.734933336662823,388.09448336638064,euroc_V2_02_medium_proposed_C_rpe5.zip
V2_02_medium,reinhard,RPE5_trans_m,1.3986239414733863,1.2162170601489548,1.07361849120513,0.690626521547778,0.1434318859534225,4.213349316408594,422.5281688071108,euroc_V2_02_medium_reinhard_rpe5.zip
V2_03_difficult,baseline,RPE5_trans_m,1.1555982112642138,0.9499725014953144,0.7987597247877087,0.6579965594741242,0.0888357974505746,3.533977437938552,401.9575749889922,euroc_V2_03_difficult_baseline_rpe5.zip
V2_03_difficult,clahe,RPE5_trans_m,0.8567372260785764,0.6651995312444808,0.4980407947811985,0.5399150471888486,0.0406495571676164,3.077825104517622,322.22541812692924,euroc_V2_03_difficult_clahe_rpe5.zip
V2_03_difficult,mertens,RPE5_trans_m,0.7878576973709721,0.5954256321672555,0.4787910766178183,0.5159341700885048,0.0669266590493831,4.188076770189236,286.7725251036909,euroc_V2_03_difficult_mertens_rpe5.zip
V2_03_difficult_proposed,proposed,RPE5_trans_m,1.135404706469132,0.9157331704669328,0.6887232597601923,0.6712500338762267,0.1214712133085204,3.6937118222812666,426.7066135133167,euroc_V2_03_difficult_proposed_C_rpe5.zip
V2_03_difficult,reinhard,RPE5_trans_m,0.8803206761302381,0.7273767033693973,0.5590904989567769,0.4958705720426119,0.0956289982542297,3.159331371118748,365.7832406121726,euroc_V2_03_difficult_reinhard_rpe5.zip
